CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
08,Barcelona,019,Barcelona,043,6,2020,7,30,0.3,V,,N,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.6,V,0.5,V,0.5,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,043,6,2020,7,31,0.3,V,,N,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,043,6,2020,8,1,0.2,V,,N,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,043,6,2020,8,2,0.2,V,,N,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,6,2020,7,30,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.5,V,,N,0.6,V,,N,0.3,V,0.3,V,0.3,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.5,V,0.4,V,0.4,V
08,Barcelona,019,Barcelona,044,6,2020,7,31,0.6,V,0.5,V,0.4,V,0.4,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.5,V,0.6,V
08,Barcelona,019,Barcelona,044,6,2020,8,1,0.6,V,0.6,V,0.5,V,0.6,V,0.5,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V
08,Barcelona,019,Barcelona,044,6,2020,8,2,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,6,2020,7,30,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,6,2020,7,31,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.2,V,0.3,V,0.3,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.4,V,0.5,V
08,Barcelona,019,Barcelona,057,6,2020,8,1,0.5,V,0.6,V,0.6,V,0.5,V,0.5,V,0.5,V,0.6,V,0.6,V,0.6,V,0.5,V,0.4,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,057,6,2020,8,2,0.2,V,0.7,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,6,2020,7,30,0.4,V,0.4,V,0.3,V,0.2,V,0.3,V,0.3,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.4,V,0.4,V,0.4,V
08,Barcelona,019,Barcelona,054,6,2020,7,31,0.3,V,0.2,V,0.2,V,0.3,V,0.2,V,0.3,V,0.3,V,0.5,V,0.3,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V
08,Barcelona,019,Barcelona,054,6,2020,8,1,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V
08,Barcelona,019,Barcelona,054,6,2020,8,2,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,050,7,2020,7,30,1,V,1,V,1,V,1,V,1,V,2,V,3,V,4,V,14,V,16,V,12,V,2,V,2,V,1,V,3,V,1,V,1,V,3,V,1,V,1,V,1,V,1,V,6,V,1,V
08,Barcelona,019,Barcelona,050,7,2020,7,31,1,V,2,V,14,V,4,V,2,V,2,V,3,V,16,V,25,V,17,V,5,V,2,V,1,V,2,V,2,V,1,V,2,V,1,V,1,V,1,V,3,V,2,V,2,V,3,V
08,Barcelona,019,Barcelona,050,7,2020,8,1,2,V,5,V,4,V,8,V,12,V,7,V,3,V,8,V,8,V,4,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,050,7,2020,8,2,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,7,2020,7,30,7,V,5,V,9,V,5,V,8,V,16,V,38,V,58,V,70,V,63,V,52,V,37,V,20,V,16,V,10,V,6,V,11,V,12,V,13,V,15,V,12,V,12,V,11,V,10,V
08,Barcelona,019,Barcelona,043,7,2020,7,31,20,V,37,V,53,V,39,V,2,V,2,V,4,V,24,V,20,V,22,V,38,V,24,V,17,V,16,V,10,V,13,V,14,V,15,V,16,V,20,V,20,V,8,V,4,V,7,V
08,Barcelona,019,Barcelona,043,7,2020,8,1,5,V,25,V,26,V,30,V,21,V,43,V,16,V,12,V,15,V,17,V,13,V,16,V,14,V,8,V,10,V,7,V,8,V,7,V,6,V,12,V,12,V,12,V,7,V,10,V
08,Barcelona,019,Barcelona,043,7,2020,8,2,4,V,3,V,4,V,4,V,2,V,1,V,4,V,2,V,5,V,6,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,7,2020,7,30,4,V,3,V,5,V,10,V,13,V,5,V,8,V,13,V,42,V,,N,,N,17,V,13,V,7,V,6,V,17,V,22,V,9,V,16,V,7,V,8,V,4,V,6,V,4,V
08,Barcelona,019,Barcelona,044,7,2020,7,31,20,V,21,V,8,V,18,V,5,V,3,V,9,V,18,V,57,V,12,V,23,V,21,V,15,V,20,V,8,V,11,V,10,V,9,V,8,V,8,V,6,V,1,V,5,V,11,V
08,Barcelona,019,Barcelona,044,7,2020,8,1,14,V,35,V,25,V,32,V,29,V,5,V,3,V,7,V,20,V,18,V,7,V,4,V,6,V,9,V,7,V,7,V,3,V,2,V,3,V,4,V,2,V,3,V,1,V,3,V
08,Barcelona,019,Barcelona,044,7,2020,8,2,2,V,1,V,2,V,3,V,1,V,1,V,1,V,3,V,1,V,1,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,058,7,2020,7,30,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,4,V,5,V,9,V,4,V,3,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,058,7,2020,7,31,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,6,V,4,V,4,V,3,V,1,V,1,V,2,V,3,V,2,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,058,7,2020,8,1,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,3,V,4,V,5,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,058,7,2020,8,2,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,7,2020,7,30,1,V,1,V,1,V,2,V,1,V,1,V,2,V,32,V,27,V,31,V,19,V,9,V,4,V,2,V,2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,7,2020,7,31,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,16,V,6,V,5,V,5,V,7,V,6,V,4,V,2,V,1,V,3,V,9,V
08,Barcelona,019,Barcelona,057,7,2020,8,1,4,V,2,V,2,V,2,V,1,V,1,V,3,V,6,V,9,V,5,V,3,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,057,7,2020,8,2,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,004,7,2020,7,30,1,V,3,V,3,V,4,V,2,V,6,V,9,V,9,V,25,V,28,V,19,V,6,V,3,V,3,V,2,V,2,V,3,V,2,V,2,V,2,V,1,V,2,V,3,V,1,V
08,Barcelona,019,Barcelona,004,7,2020,7,31,9,V,13,V,3,V,6,V,3,V,14,V,14,V,28,V,51,V,44,V,10,V,3,V,3,V,3,V,2,V,3,V,2,V,2,V,2,V,2,V,1,V,1,V,2,V,3,V
08,Barcelona,019,Barcelona,004,7,2020,8,1,13,V,10,V,8,V,5,V,3,V,2,V,6,V,18,V,17,V,8,V,3,V,2,V,1,V,1,V,2,V,1,V,1,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,004,7,2020,8,2,1,V,1,V,1,V,4,V,1,V,2,V,1,V,1,V,1,V,4,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,042,7,2020,7,30,1,V,2,V,2,V,2,V,2,V,9,V,7,V,21,V,33,V,35,V,19,V,10,V,3,V,2,V,,N,,N,2,V,4,V,2,V,3,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,042,7,2020,7,31,18,V,7,V,4,V,16,V,1,V,1,V,1,V,3,V,4,V,4,V,10,V,6,V,4,V,2,V,2,V,3,V,2,V,4,V,3,V,2,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,042,7,2020,8,1,3,V,3,V,4,V,8,V,8,V,3,V,10,V,5,V,6,V,4,V,3,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,042,7,2020,8,2,1,V,1,V,2,V,1,V,1,V,1,V,1,V,2,V,1,V,1,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,7,2020,7,30,5,V,3,V,2,V,1,V,2,V,6,V,9,V,17,V,7,V,5,V,5,V,10,V,7,V,4,V,4,V,2,V,2,V,2,V,2,V,1,V,1,V,5,V,6,V,6,V
08,Barcelona,019,Barcelona,054,7,2020,7,31,2,V,1,V,1,V,1,V,1,V,4,V,7,V,37,V,8,V,4,V,9,V,7,V,3,V,4,V,5,V,2,V,2,V,2,V,2,V,3,V,2,V,3,V,10,V,11,V
08,Barcelona,019,Barcelona,054,7,2020,8,1,12,V,3,V,2,V,2,V,1,V,3,V,2,V,7,V,6,V,5,V,7,V,3,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,4,V,3,V
08,Barcelona,019,Barcelona,054,7,2020,8,2,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,050,8,2020,7,30,7,V,14,V,26,V,28,V,30,V,32,V,33,V,40,V,56,V,63,V,58,V,14,V,12,V,6,V,9,V,4,V,4,V,3,V,5,V,3,V,5,V,16,V,35,V,15,V
08,Barcelona,019,Barcelona,050,8,2020,7,31,20,V,37,V,55,V,52,V,48,V,39,V,43,V,55,V,61,V,61,V,31,V,6,V,5,V,4,V,7,V,3,V,7,V,2,V,3,V,11,V,48,V,49,V,55,V,57,V
08,Barcelona,019,Barcelona,050,8,2020,8,1,46,V,50,V,45,V,43,V,43,V,38,V,46,V,52,V,39,V,19,V,9,V,6,V,6,V,4,V,3,V,7,V,6,V,7,V,8,V,9,V,12,V,22,V,27,V,17,V
08,Barcelona,019,Barcelona,050,8,2020,8,2,4,V,3,V,3,V,3,V,5,V,8,V,5,V,7,V,9,V,4,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,8,2020,7,30,41,V,46,V,45,V,50,V,52,V,52,V,51,V,60,V,84,V,101,V,99,V,72,V,50,V,36,V,29,V,23,V,27,V,28,V,33,V,38,V,45,V,62,V,52,V,55,V
08,Barcelona,019,Barcelona,043,8,2020,7,31,71,V,77,V,73,V,62,V,39,V,25,V,31,V,59,V,59,V,57,V,77,V,46,V,37,V,33,V,25,V,26,V,32,V,46,V,45,V,61,V,63,V,48,V,34,V,49,V
08,Barcelona,019,Barcelona,043,8,2020,8,1,41,V,58,V,58,V,81,V,67,V,66,V,64,V,54,V,42,V,41,V,33,V,39,V,37,V,25,V,32,V,28,V,23,V,24,V,25,V,34,V,34,V,39,V,31,V,45,V
08,Barcelona,019,Barcelona,043,8,2020,8,2,17,V,12,V,13,V,12,V,10,V,8,V,16,V,10,V,15,V,14,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,8,2020,7,30,32,V,35,V,38,V,47,V,45,V,42,V,47,V,54,V,76,V,,N,,N,67,V,47,V,31,V,23,V,29,V,31,V,21,V,32,V,26,V,42,V,49,V,45,V,43,V
08,Barcelona,019,Barcelona,044,8,2020,7,31,73,V,75,V,63,V,60,V,28,V,26,V,29,V,52,V,71,V,45,V,73,V,51,V,41,V,35,V,20,V,22,V,23,V,32,V,30,V,51,V,42,V,36,V,48,V,69,V
08,Barcelona,019,Barcelona,044,8,2020,8,1,69,V,74,V,65,V,70,V,65,V,51,V,37,V,37,V,41,V,47,V,31,V,22,V,27,V,25,V,29,V,29,V,16,V,13,V,15,V,24,V,21,V,26,V,26,V,37,V
08,Barcelona,019,Barcelona,044,8,2020,8,2,9,V,7,V,6,V,11,V,8,V,7,V,5,V,7,V,7,V,4,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,058,8,2020,7,30,2,V,1,V,3,V,5,V,4,V,3,V,1,V,1,V,4,V,28,V,35,V,55,V,33,V,22,V,16,V,14,V,13,V,13,V,13,V,15,V,12,V,6,V,15,V,2,V
08,Barcelona,019,Barcelona,058,8,2020,7,31,2,V,3,V,1,V,4,V,12,V,3,V,7,V,3,V,3,V,11,V,16,V,48,V,25,V,23,V,22,V,11,V,12,V,19,V,24,V,28,V,18,V,5,V,2,V,3,V
08,Barcelona,019,Barcelona,058,8,2020,8,1,3,V,3,V,4,V,4,V,2,V,1,V,2,V,5,V,13,V,30,V,34,V,20,V,14,V,9,V,7,V,6,V,7,V,6,V,8,V,9,V,12,V,9,V,3,V,16,V
08,Barcelona,019,Barcelona,058,8,2020,8,2,14,V,8,V,4,V,5,V,5,V,4,V,5,V,4,V,4,V,4,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,8,2020,7,30,28,V,23,V,22,V,27,V,18,V,17,V,39,V,66,V,68,V,84,V,81,V,57,V,28,V,16,V,15,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,8,2020,7,31,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,17,V,13,V,12,V,14,V,24,V,25,V,26,V,29,V,33,V,46,V,72,V
08,Barcelona,019,Barcelona,057,8,2020,8,1,54,V,44,V,47,V,50,V,34,V,23,V,33,V,52,V,49,V,39,V,29,V,19,V,18,V,10,V,7,V,8,V,8,V,5,V,9,V,11,V,9,V,17,V,24,V,37,V
08,Barcelona,019,Barcelona,057,8,2020,8,2,25,V,6,V,6,V,7,V,5,V,4,V,8,V,7,V,4,V,4,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,004,8,2020,7,30,13,V,51,V,51,V,42,V,38,V,46,V,49,V,47,V,57,V,68,V,66,V,30,V,15,V,11,V,10,V,8,V,9,V,7,V,8,V,8,V,16,V,42,V,38,V,44,V
08,Barcelona,019,Barcelona,004,8,2020,7,31,68,V,68,V,51,V,57,V,53,V,54,V,57,V,59,V,66,V,75,V,35,V,12,V,11,V,10,V,9,V,7,V,9,V,10,V,10,V,17,V,30,V,36,V,49,V,50,V
08,Barcelona,019,Barcelona,004,8,2020,8,1,63,V,62,V,55,V,49,V,43,V,35,V,55,V,118,V,52,V,36,V,19,V,13,V,10,V,7,V,7,V,9,V,7,V,10,V,13,V,12,V,22,V,20,V,25,V,12,V
08,Barcelona,019,Barcelona,004,8,2020,8,2,7,V,6,V,7,V,8,V,12,V,11,V,8,V,7,V,11,V,22,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,042,8,2020,7,30,31,V,42,V,43,V,42,V,41,V,55,V,51,V,55,V,73,V,93,V,79,V,54,V,23,V,14,V,,N,,N,14,V,21,V,15,V,27,V,20,V,26,V,31,V,28,V
08,Barcelona,019,Barcelona,042,8,2020,7,31,59,V,69,V,59,V,65,V,33,V,30,V,28,V,35,V,36,V,32,V,53,V,37,V,21,V,14,V,13,V,16,V,14,V,23,V,23,V,26,V,23,V,23,V,25,V,35,V
08,Barcelona,019,Barcelona,042,8,2020,8,1,39,V,48,V,56,V,62,V,62,V,50,V,58,V,45,V,41,V,32,V,25,V,19,V,19,V,15,V,9,V,8,V,10,V,8,V,8,V,14,V,12,V,14,V,10,V,17,V
08,Barcelona,019,Barcelona,042,8,2020,8,2,20,V,7,V,15,V,14,V,8,V,7,V,8,V,6,V,6,V,7,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,8,2020,7,30,51,V,44,V,43,V,29,V,30,V,45,V,52,V,58,V,45,V,37,V,37,V,54,V,46,V,27,V,28,V,15,V,16,V,14,V,15,V,16,V,25,V,73,V,78,V,73,V
08,Barcelona,019,Barcelona,054,8,2020,7,31,41,V,27,V,26,V,31,V,34,V,51,V,51,V,74,V,37,V,23,V,47,V,42,V,19,V,22,V,25,V,12,V,10,V,15,V,17,V,26,V,35,V,55,V,79,V,79,V
08,Barcelona,019,Barcelona,054,8,2020,8,1,76,V,54,V,48,V,45,V,40,V,56,V,36,V,47,V,38,V,34,V,41,V,23,V,14,V,9,V,8,V,12,V,7,V,7,V,8,V,12,V,15,V,19,V,54,V,58,V
08,Barcelona,019,Barcelona,054,8,2020,8,2,14,V,9,V,3,V,6,V,8,V,6,V,8,V,10,V,10,V,8,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,050,12,2020,7,30,7,V,15,V,27,V,30,V,32,V,34,V,36,V,47,V,76,V,87,V,76,V,16,V,15,V,8,V,12,V,5,V,5,V,8,V,6,V,4,V,6,V,17,V,43,V,16,V
08,Barcelona,019,Barcelona,050,12,2020,7,31,21,V,40,V,76,V,58,V,51,V,41,V,47,V,79,V,99,V,87,V,39,V,9,V,7,V,6,V,9,V,5,V,11,V,3,V,4,V,13,V,52,V,51,V,58,V,61,V
08,Barcelona,019,Barcelona,050,12,2020,8,1,49,V,58,V,51,V,56,V,62,V,48,V,50,V,63,V,51,V,25,V,12,V,7,V,7,V,5,V,4,V,9,V,8,V,9,V,10,V,11,V,14,V,23,V,29,V,18,V
08,Barcelona,019,Barcelona,050,12,2020,8,2,5,V,4,V,5,V,3,V,6,V,10,V,7,V,8,V,11,V,6,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,12,2020,7,30,52,V,53,V,58,V,57,V,64,V,76,V,109,V,148,V,191,V,198,V,179,V,128,V,80,V,59,V,45,V,31,V,45,V,46,V,53,V,60,V,64,V,80,V,69,V,71,V
08,Barcelona,019,Barcelona,043,12,2020,7,31,101,V,134,V,155,V,122,V,43,V,28,V,37,V,95,V,89,V,91,V,135,V,83,V,62,V,57,V,41,V,46,V,52,V,69,V,69,V,92,V,94,V,60,V,40,V,60,V
08,Barcelona,019,Barcelona,043,12,2020,8,1,49,V,97,V,97,V,127,V,98,V,132,V,89,V,73,V,65,V,67,V,52,V,63,V,59,V,36,V,48,V,39,V,35,V,35,V,34,V,52,V,51,V,56,V,41,V,60,V
08,Barcelona,019,Barcelona,043,12,2020,8,2,22,V,16,V,18,V,18,V,12,V,9,V,22,V,14,V,23,V,22,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,12,2020,7,30,38,V,39,V,45,V,61,V,66,V,50,V,58,V,74,V,139,V,,N,,N,94,V,66,V,42,V,31,V,55,V,64,V,34,V,56,V,36,V,55,V,55,V,55,V,49,V
08,Barcelona,019,Barcelona,044,12,2020,7,31,103,V,106,V,75,V,88,V,35,V,29,V,42,V,79,V,158,V,63,V,107,V,83,V,64,V,66,V,32,V,39,V,38,V,46,V,43,V,63,V,51,V,38,V,55,V,86,V
08,Barcelona,019,Barcelona,044,12,2020,8,1,91,V,127,V,104,V,118,V,110,V,59,V,42,V,48,V,72,V,74,V,41,V,27,V,37,V,39,V,40,V,39,V,20,V,15,V,18,V,30,V,23,V,30,V,28,V,40,V
08,Barcelona,019,Barcelona,044,12,2020,8,2,10,V,8,V,7,V,15,V,10,V,7,V,5,V,10,V,8,V,4,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,058,12,2020,7,30,2,V,1,V,3,V,5,V,4,V,3,V,1,V,1,V,4,V,34,V,43,V,69,V,39,V,26,V,19,V,16,V,16,V,15,V,14,V,17,V,12,V,6,V,15,V,2,V
08,Barcelona,019,Barcelona,058,12,2020,7,31,2,V,3,V,1,V,4,V,12,V,3,V,7,V,3,V,2,V,12,V,18,V,57,V,30,V,29,V,27,V,13,V,14,V,23,V,29,V,31,V,19,V,5,V,1,V,3,V
08,Barcelona,019,Barcelona,058,12,2020,8,1,3,V,3,V,4,V,3,V,2,V,1,V,2,V,5,V,17,V,36,V,42,V,24,V,15,V,10,V,8,V,7,V,8,V,7,V,9,V,10,V,12,V,9,V,3,V,17,V
08,Barcelona,019,Barcelona,058,12,2020,8,2,15,V,8,V,4,V,5,V,5,V,4,V,5,V,5,V,4,V,5,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,12,2020,7,30,30,V,25,V,24,V,29,V,18,V,17,V,42,V,115,V,109,V,132,V,110,V,71,V,34,V,19,V,18,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,12,2020,7,31,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,41,V,21,V,21,V,22,V,34,V,35,V,33,V,32,V,35,V,50,V,86,V
08,Barcelona,019,Barcelona,057,12,2020,8,1,59,V,47,V,50,V,53,V,34,V,22,V,35,V,60,V,64,V,48,V,34,V,20,V,18,V,8,V,6,V,7,V,7,V,4,V,8,V,11,V,9,V,16,V,24,V,37,V
08,Barcelona,019,Barcelona,057,12,2020,8,2,25,V,6,V,5,V,7,V,4,V,3,V,6,V,7,V,3,V,4,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,004,12,2020,7,30,13,V,55,V,55,V,48,V,40,V,54,V,63,V,60,V,94,V,110,V,95,V,38,V,20,V,14,V,12,V,10,V,13,V,9,V,10,V,10,V,18,V,45,V,42,V,46,V
